sku,nombre,nombre_busqueda,categoria,precio,costo,stock,tiene_barcode,revisar,destacado,activo,posicion,unidad,origen,nombre_original
7896451921345,Gomitas aro ácidas,gomitas aro acidas,Snacks y Golosinas,840,600,0,TRUE,,FALSE,TRUE,1000,unidad,Excel definitivo,GOMITAS ARO ACIDAS
7896591453106,Gomitas regaliz Fini,gomitas regaliz fini,Snacks y Golosinas,1386,990,0,TRUE,,FALSE,TRUE,1000,unidad,Excel definitivo,GOMITAS REGALIZ FI
7896451921321,Gomitas tajada sabor,gomitas tajada sabor,Snacks y Golosinas,840,600,0,TRUE,,FALSE,TRUE,1000,unidad,Excel definitivo,GOMITAS TAJADA SAB
7802420170522,Maní salado Marco Polo,mani salado marco polo,Snacks y Golosinas,7546,5390,0,TRUE,,FALSE,TRUE,1000,unidad,Excel definitivo,MANI SALADO MARCO
7807975009754,Maní tipo japonés,mani tipo japones,Snacks y Golosinas,2086,1490,0,TRUE,,FALSE,TRUE,1000,unidad,Excel definitivo,MANI TIPO JAPONES
54300090018,Marshmallows Rocky Mountain,marshmallows rocky mountain,Snacks y Golosinas,3052,2180,0,TRUE,,FALSE,TRUE,1000,unidad,Excel definitivo,MARSHMALLOWS ROCKY
7702011305510,Masticable Max Fruit,masticable max fruit,Snacks y Golosinas,2394,1710,0,TRUE,,FALSE,TRUE,1000,unidad,Excel definitivo,MASTIC MAX FRUIT CD
7790580178208,Masticable fruta surtida,masticable fruta surtida,Snacks y Golosinas,5922,4230,0,TRUE,,FALSE,TRUE,1000,unidad,Excel definitivo,MASTICABLE FRUTA S
7801930025674,Mini snack Ramitas del Sur,mini snack ramitas del sur,Snacks y Golosinas,1484,1060,0,TRUE,Nombre repetido o formato abreviado: revisar tamaño/sabor/marca.,FALSE,TRUE,1000,unidad,Excel definitivo,MINI SNACK R. DEL
7801930025711,Mini snack Ramitas del Sur,mini snack ramitas del sur,Snacks y Golosinas,1484,1060,0,TRUE,Nombre repetido o formato abreviado: revisar tamaño/sabor/marca.,FALSE,TRUE,1000,unidad,Excel definitivo,MINI SNACK R. DEL
7613030612346,Super 8 oblea,super 8 oblea,Snacks y Golosinas,8540,6100,0,TRUE,,FALSE,TRUE,1000,unidad,Excel definitivo,SUPER OCHO OBLEA B
